Company name,Deal date,Investment amount,Incorporation date,Current stage,Exit date,Exit price
Next Generation Data,2015/9/22,2999998,01/03/2007,Exited,07/07/2016,100000000
Neyber,2019/6/4,7422800,23/10/2014,Dead,20/03/2020,0
Neyber,2014/11/11,365199,23/10/2014,Dead,20/03/2020,0
Neyber,2017/4/12,6153536,23/10/2014,Dead,20/03/2020,0
Neyber,2017/9/12,14969548,23/10/2014,Dead,20/03/2020,0
Neyber,2016/3/11,232474,23/10/2014,Dead,20/03/2020,0
Neyber,2018/6/7,53812,23/10/2014,Dead,20/03/2020,0
Neyber,2017/8/2,5000097,23/10/2014,Dead,20/03/2020,0
Neyber,2016/1/18,7867456,23/10/2014,Dead,20/03/2020,0
Nicki Macfarlane,2015/8/26,200000,01/07/2010,Dead,08/01/2018,0
Nicki Macfarlane,2011/12/31,217489,01/07/2010,Dead,08/01/2018,0
Night People,2014/4/1,37500,03/05/2013,Dead,04/08/2016,0
Nimble Booking,2015/6/9,30000,12/05/2014,Dead,13/10/2016,0
Nimbli,2018/11/28,81300,27/06/2018,Dead,08/07/2020,0
Niume,2015/7/3,510005,03/12/2012,Dead,02/10/2017,0
Niume,2016/6/1,399820,03/12/2012,Dead,02/10/2017,0
No Added Salt,2012/9/1,150750,12/04/2011,Dead,06/01/2016,0
Noble Arbre,2015/10/22,22000,10/07/2014,Dead,10/11/2017,0
Nobullying.com,2014/5/21,499998,02/01/2013,Dead,25/10/2018,0
Noden & Windsor,2014/10/17,45000,17/09/2014,Dead,17/04/2018,0
Noel Village,2010/10/10,289314,11/11/1980,Dead,22/12/2016,0
Noel Village,2016/3/21,70000,11/11/1980,Dead,22/12/2016,0
Nomoshobo,2017/5/3,715000,25/08/2016,Dead,31/10/2018,0
Northern Escalator Installations,2018/1/11,1374951,,Dead,03/02/2020,0
Northfield UK Solar,2014/2/17,370000,13/06/2013,Dead,06/08/2019,0
Northfield UK Solar,2014/7/11,517071,13/06/2013,Dead,06/08/2019,0
NotesNote,2015/12/2,29999,19/08/2015,Dead,08/11/2018,0
NotesNote,2017/3/8,56943,19/08/2015,Dead,08/11/2018,0
Novarix,2011/9/5,113047,18/03/2004,Dead,04/02/2020,0
Novarix,2011/3/2,54253,18/03/2004,Dead,04/02/2020,0
Novarix,2014/7/11,30600,18/03/2004,Dead,04/02/2020,0
Novarix,2015/6/29,882725,18/03/2004,Dead,04/02/2020,0
Novarix,2010/3/19,117760,18/03/2004,Dead,04/02/2020,0
Novarix,2016/4/4,34000,18/03/2004,Dead,04/02/2020,0
Novarix,2016/10/12,107950,18/03/2004,Dead,04/02/2020,0
Novarix,2012/7/20,956300,18/03/2004,Dead,04/02/2020,0
NovoCore,2014/1/30,10022,18/08/2011,Dead,22/11/2016,0
Novolytics,2011/1/31,106000,18/01/2002,Dead,08/01/2016,0
Novolytics,2010/5/27,250000,18/01/2002,Dead,08/01/2016,0
Novolytics,2011/7/11,965837,18/01/2002,Dead,08/01/2016,0
Novolytics,2012/5/4,200000,18/01/2002,Dead,08/01/2016,0
Now Wow,2014/7/15,680000,02/09/2013,Dead,09/01/2018,0
Nuba Cocktails,2014/3/31,105000,17/05/2011,Dead,05/08/2016,0
Nuba Cocktails,2012/12/6,236392,17/05/2011,Dead,05/08/2016,0
Nuggetz,2015/3/13,56000,20/09/2013,Dead,06/12/2018,0
Nuggetz,2016/4/27,95999,20/09/2013,Dead,06/12/2018,0
Nuggetz,2014/6/16,475132,20/09/2013,Dead,06/12/2018,0
Nuggetz,2017/6/30,249983,20/09/2013,Dead,06/12/2018,0
Nurph,2015/7/6,85465,12/10/2009,Dead,03/02/2017,0
Nurph,2014/1/30,9580,12/10/2009,Dead,03/02/2017,0
Nurph,2010/7/15,55000,12/10/2009,Dead,03/02/2017,0
Nurture,2016/11/13,154350,01/05/2015,Dead,12/11/2018,0
Nutrifiz,2014/12/1,100005,12/03/2014,Dead,01/05/2018,0
Nutriss,2015/12/18,199994,07/03/2013,Dead,24/10/2019,0
Nuwe,2015/1/15,10000,15/10/2012,Dead,26/02/2019,0
O-food,2013/10/15,185299,10/02/2012,Dead,24/10/2015,0
O-food,2015/1/26,117600,10/02/2012,Dead,24/10/2015,0
OLA,2013/11/6,150000,07/09/1999,Dead,27/06/2019,0
ONYX Dance Studios,2019/4/9,250000,28/07/2017,Dead,20/02/2020,0
ONYX Dance Studios,2017/12/13,400000,28/07/2017,Dead,20/02/2020,0
ORLA Healthcare,2015/3/31,3856530,26/01/2012,Dead,10/05/2017,0
OSHUNwhite,2017/1/9,95000,06/08/2015,Dead,08/11/2018,0
OSHUNwhite,2016/4/5,8400,06/08/2015,Dead,08/11/2018,0
OSStree,2010/3/22,74575,10/07/2008,Dead,01/05/2019,0
OSStree,2011/1/26,26724,10/07/2008,Dead,01/05/2019,0
OURKIND Media Group,2017/2/28,49995,22/07/2016,Dead,08/11/2018,0
OURKIND Media Group,2017/8/9,24976,22/07/2016,Dead,08/11/2018,0
Oblong Cards,2015/2/6,249919,07/01/2010,Dead,17/03/2017,0
Oceanfoil,2016/9/1,37000,12/07/2012,Dead,08/07/2019,0
Oceanfoil,2018/11/18,9999,12/07/2012,Dead,08/07/2019,0
Oceanfoil,2015/12/23,81650,12/07/2012,Dead,08/07/2019,0
Oceanfoil,2017/7/1,21425,12/07/2012,Dead,08/07/2019,0
Oceanfoil,2013/1/2,225243,12/07/2012,Dead,08/07/2019,0
Oceanfoil,2014/12/30,40550,12/07/2012,Dead,08/07/2019,0
Off Beat Lounge,2015/3/13,23400,26/09/2014,Dead,26/03/2019,0
OfficeServe,2016/6/3,3107500,22/09/2011,Dead,01/03/2017,0
OfficeServe,2015/11/27,1870000,22/09/2011,Dead,01/03/2017,0
OilFront,2018/3/2,9999,09/11/2016,Dead,21/08/2018,0
OilFront,2016/12/15,26000,09/11/2016,Dead,21/08/2018,0
Olivia's Artisan Foods,2013/4/5,94990,,Dead,16/11/2017,0
Olivia's Artisan Foods,2014/10/22,250000,,Dead,16/11/2017,0
Olly The Little White Van,2011/9/7,399926,10/06/2009,Dead,10/02/2020,0
Olly The Little White Van,2015/12/1,149663,10/06/2009,Dead,10/02/2020,0
Olly The Little White Van,2013/6/24,63309,10/06/2009,Dead,10/02/2020,0
Olocode,2013/6/17,300000,11/04/2012,Dead,03/08/2015,0
Olocode,2014/11/15,210000,11/04/2012,Dead,03/08/2015,0
Omnifone,2014/1/3,920690,14/01/2003,Dead,12/07/2016,0
On-Sun Systems,2011/4/21,575150,28/01/2010,Dead,07/08/2015,0
On-Sun Systems,2010/7/31,625500,28/01/2010,Dead,07/08/2015,0
On-Sun Systems,2012/4/26,521567,28/01/2010,Dead,07/08/2015,0
OnBoard Pro,2015/2/10,719992,11/07/2014,Dead,20/11/2018,0
OnDemand Projects,2016/3/31,50000,14/09/2015,Dead,17/07/2019,0
One 10,2017/7/12,199998,18/05/2016,Dead,25/02/2019,0
One Audio Ltd,2016/10/19,13256,26/11/2014,Dead,27/09/2018,0
One Eyed Dog Films,2015/8/3,54800,23/01/2008,Dead,26/03/2019,0
One Eyed Dog Films,2016/1/20,50000,23/01/2008,Dead,26/03/2019,0
One Result,2010/11/3,11000,29/10/2008,Dead,01/02/2018,0
One Result,2010/3/2,10500,29/10/2008,Dead,01/02/2018,0
One Result,2012/7/13,60500,29/10/2008,Dead,01/02/2018,0
One Result,2011/8/17,41500,29/10/2008,Dead,01/02/2018,0
One Result,2013/11/4,10000,29/10/2008,Dead,01/02/2018,0
One Result,2013/1/19,50002,29/10/2008,Dead,01/02/2018,0
One To One Midwives,2013/5/30,269840,13/05/2010,Dead,31/03/2020,0
OneLane,2016/2/29,190006,28/05/2015,Dead,10/11/2017,0
OneLane,2016/9/22,281176,28/05/2015,Dead,10/11/2017,0
Ongosa,2015/5/29,147850,05/11/2014,Dead,21/08/2019,0
Ongosa,2018/6/21,250001,05/11/2014,Dead,21/08/2019,0
Ongosa,2016/11/2,25070,05/11/2014,Dead,21/08/2019,0
Ongosa,2017/7/20,349994,05/11/2014,Dead,21/08/2019,0
Onlicar,2016/3/18,30001,03/06/2015,Dead,28/03/2019,0
Onlicar,2016/7/21,188196,03/06/2015,Dead,28/03/2019,0
Online Autos,2017/7/15,10000,16/05/2013,Dead,15/07/2020,0
Onrequest,2015/4/10,50000,02/06/2010,Dead,18/03/2019,0
Onrequest,2013/11/4,71832,02/06/2010,Dead,18/03/2019,0
OobEdoO,2013/7/25,489989,23/04/2012,Dead,31/03/2016,0
OobEdoO,2015/4/20,86915,23/04/2012,Dead,31/03/2016,0
OobEdoO,2014/3/4,188822,23/04/2012,Dead,31/03/2016,0
Oodle Car Finance,2016/9/9,5000430,08/06/2010,Exited,05/02/2017,60000000
Open Energi,2011/4/8,15890,09/09/1999,Exited,28/07/2011,4000000
Open Energi,2011/7/21,4000003,09/09/1999,Exited,28/07/2011,4000000
OpenIOLabs,2016/12/31,347794,30/09/2002,Exited,03/11/2017,470308.9739
OpenIOLabs,2015/2/21,49640,30/09/2002,Exited,03/11/2017,470308.9739
OpenIOLabs,2016/2/1,300063,30/09/2002,Exited,03/11/2017,470308.9739
Openfleets,2018/3/1,42000,29/02/2016,Dead,18/12/2019,0
Openfleets,2016/12/7,45000,29/02/2016,Dead,18/12/2019,0
Openfleets,2018/10/3,12600,29/02/2016,Dead,18/12/2019,0
Opera,2017/4/5,150000,02/06/2015,Dead,19/02/2020,0
Opes Industries,2014/8/13,3501000,04/02/2010,Dead,17/11/2016,0
Opinion Podcasting,2015/6/8,18389,,Dead,01/11/2017,0
Opinurate,2012/12/1,750000,02/12/2011,Dead,26/06/2018,0
Opta,2013/6/26,308101,12/04/2001,Exited,03/07/2013,40000000
Opta,2011/2/16,493206,12/04/2001,Exited,03/07/2013,40000000
Opta,2010/7/26,30050,12/04/2001,Exited,03/07/2013,40000000
Opta,2011/12/19,100001,12/04/2001,Exited,03/07/2013,40000000
Optimist World,2014/7/1,50903,20/12/2011,Dead,01/06/2016,0
Optimist World,2013/1/1,115823,20/12/2011,Dead,01/06/2016,0
Optimize,2016/8/31,541667,30/08/2013,Dead,07/07/2020,0
Opto,2016/6/21,50000,22/01/2016,Dead,09/07/2019,0
Opus Energy,2009/10/12,1148667,04/04/2002,Exited,06/12/2016,340000000
Opus Energy,2015/5/14,80000,04/04/2002,Exited,06/12/2016,340000000
Opus Energy,2016/3/15,1512537,04/04/2002,Exited,06/12/2016,340000000
Opus Energy,2014/4/24,988073,04/04/2002,Exited,06/12/2016,340000000
OrSaveIt,2012/10/12,1578891,25/07/2012,Dead,12/03/2015,0
Orbona,2014/8/31,312108,01/11/2011,Dead,22/10/2018,0
Orbona,2016/3/25,73182,01/11/2011,Dead,22/10/2018,0
Orbona,2013/7/1,1195579,01/11/2011,Dead,22/10/2018,0
Orbona,2017/3/28,68819,01/11/2011,Dead,22/10/2018,0
Orbona,2012/5/8,243009,01/11/2011,Dead,22/10/2018,0
Orchard,2014/11/20,69930,22/04/2014,Dead,21/11/2017,0
Orchard,2014/4/30,130050,22/04/2014,Dead,21/11/2017,0
Orderella,2015/1/12,1142449,09/08/2012,Dead,09/11/2017,0
Orderella,2015/9/16,306469,09/08/2012,Dead,09/11/2017,0
Orderella,2013/12/19,550423,09/08/2012,Dead,09/11/2017,0
Original Additions,2012/7/20,28071,27/06/2011,Exited,04/04/2016,26930199
Original Additions,2011/7/16,2198262,27/06/2011,Exited,04/04/2016,26930199
Orion,2014/4/23,500017,09/02/2009,Dead,20/03/2019,0
Orion,2017/3/21,625000,09/02/2009,Dead,20/03/2019,0
Orsus Medical,2017/9/29,1005574,21/05/2015,Dead,21/04/2019,0
Orsus Medical,2015/12/21,2969426,21/05/2015,Dead,21/04/2019,0
Orthos,2012/7/19,399960,04/02/1999,Dead,06/01/2016,0
Orthos,2011/3/31,399960,04/02/1999,Dead,06/01/2016,0
Orthos,2010/8/11,165780,04/02/1999,Dead,06/01/2016,0
Orto,2015/6/18,113500,02/04/2013,Dead,07/11/2018,0
Orwell Group,2017/8/31,6951053,31/12/2005,Dead,31/03/2020,0
Oscar & Owl,2017/2/3,44955,04/01/2016,Dead,02/11/2018,0
Otti Prams,2016/9/15,20419,08/08/2013,Dead,15/08/2019,0
Otti Prams,2015/6/3,89252,08/08/2013,Dead,15/08/2019,0
Ottopoint,2018/1/22,100020,27/07/2015,Dead,10/02/2020,0
Outset,2018/6/29,182732,25/11/2014,Dead,22/02/2019,0
Outset,2017/8/15,10000,25/11/2014,Dead,22/02/2019,0
Ovivo Mobile,2014/1/31,33150,09/09/2011,Dead,10/04/2014,0
Ovivo Mobile,2013/3/26,852000,09/09/2011,Dead,10/04/2014,0
Ovivo Mobile,2013/8/2,425000,09/09/2011,Dead,10/04/2014,0
Owen Pugh,2013/8/30,550032,16/12/2004,Dead,12/10/2017,0
Owned It,2014/9/20,85910,30/08/2011,Dead,10/07/2020,0
OxCEPT,2014/7/25,199920,,Dead,03/08/2017,0
OxCEPT,2015/1/24,149939,,Dead,03/08/2017,0
OxCEPT,2015/6/16,239973,,Dead,03/08/2017,0
OxCEPT,2016/2/16,50000,,Dead,03/08/2017,0
OxCEPT,2013/11/18,330000,,Dead,03/08/2017,0
OxSyBio,2018/3/12,5000000,03/03/2014,Dead,16/07/2020,0
OxSyBio,2014/4/16,505000,03/03/2014,Dead,16/07/2020,0
OxSyBio,2015/11/11,499998,03/03/2014,Dead,16/07/2020,0
Oxford Medical Diagnostics,2014/1/20,205996,04/06/2008,Dead,03/07/2018,0
Oxford Medical Diagnostics,2012/12/14,370969,04/06/2008,Dead,03/07/2018,0
Oxford Medical Diagnostics,2014/11/25,215631,04/06/2008,Dead,03/07/2018,0
Oxford Medical Diagnostics,2010/3/4,1981273,04/06/2008,Dead,03/07/2018,0
Oxford Medical Diagnostics,2012/4/5,254250,04/06/2008,Dead,03/07/2018,0
Oxford Multi Spectral,2012/10/25,149848,31/03/2011,Dead,03/07/2019,0
Oxford Multi Spectral,2011/10/3,297548,31/03/2011,Dead,03/07/2019,0
Oxford Multi Spectral,2018/5/28,338836,31/03/2011,Dead,03/07/2019,0
Oxitec,2015/4/1,4566300,15/08/2002,Exited,10/08/2015,102651200.1
Oxitec,2011/1/28,3723080,15/08/2002,Exited,10/08/2015,102651200.1
Oxitec,2012/2/13,4795786,15/08/2002,Exited,10/08/2015,102651200.1
Oxitec,2014/6/23,6197984,15/08/2002,Exited,10/08/2015,102651200.1
Oxitec,2013/2/27,509740,15/08/2002,Exited,10/08/2015,102651200.1
Oxitec,2009/12/18,1791720,15/08/2002,Exited,10/08/2015,102651200.1
Oxtex,2018/11/12,1653763,10/05/2011,Dead,08/07/2020,0
Oxtex,2016/3/29,909520,10/05/2011,Dead,08/07/2020,0
Oxtex,2011/9/8,441964,10/05/2011,Dead,08/07/2020,0
Oxtex,2012/10/17,288045,10/05/2011,Dead,08/07/2020,0
Oxtex,2015/4/7,996092,10/05/2011,Dead,08/07/2020,0
Oxtex,2016/12/2,1500008,10/05/2011,Dead,08/07/2020,0
Oxtex,2012/3/7,95028,10/05/2011,Dead,08/07/2020,0
Oxtex,2014/10/13,989246,10/05/2011,Dead,08/07/2020,0
Oxygen FreeJumping,2016/10/13,3403318,12/08/2014,Dead,06/07/2018,0
Oxygen FreeJumping,2015/3/1,2500202,12/08/2014,Dead,06/07/2018,0
Oxygen FreeJumping,2016/2/23,2000003,12/08/2014,Dead,06/07/2018,0
Oxymon,2014/10/16,10000,06/10/2004,Dead,25/09/2018,0
Oxymon,2010/9/23,20000,06/10/2004,Dead,25/09/2018,0
Ozoneplay,2017/6/16,50000,19/01/2016,Dead,31/03/2020,0
Ozoneplay,2016/9/30,60000,19/01/2016,Dead,31/03/2020,0
PASHION,2017/3/3,72022,15/10/2015,Dead,27/02/2019,0
PASHION,2017/10/9,87890,15/10/2015,Dead,27/02/2019,0
PASHION,2016/10/31,25100,15/10/2015,Dead,27/02/2019,0
PATSY + PATSY,2016/3/16,125000,31/07/2014,Dead,21/03/2019,0
PAYG,2013/2/8,59987,24/06/2008,Dead,23/01/2018,0
PCA Predict,2015/4/10,250000,26/07/2002,Exited,09/05/2017,66000000
PGP Media,2011/4/11,150000,20/11/2007,Dead,22/05/2019,0
PGP Media,2010/4/27,599991,20/11/2007,Dead,22/05/2019,0
PLANit Global,2018/4/11,30026,12/12/2014,Dead,15/07/2020,0
PLANit Global,2016/10/31,255000,12/12/2014,Dead,15/07/2020,0
PMWeb,2012/5/16,56000,31/12/2005,Dead,19/03/2019,0
PRP Optoelectronics,2014/9/15,749942,15/05/1989,Dead,18/09/2018,0
PRP Optoelectronics,2011/10/27,238746,15/05/1989,Dead,18/09/2018,0
PSEUDiO,2016/1/7,1716090,27/08/2015,Dead,03/04/2018,0
PSEUDiO,2016/7/13,3273316,27/08/2015,Dead,03/04/2018,0
PVC Recycling,2013/10/3,599998,20/06/2007,Dead,23/12/2015,0
PWD Design,2013/10/28,65000,16/10/2007,Dead,30/05/2018,0
PWD Design,2012/12/14,75000,16/10/2007,Dead,30/05/2018,0
Palmtree,2012/12/15,415680,08/04/2004,Dead,16/11/2016,0
Panic House Films,2014/7/19,135000,18/07/2014,Dead,01/07/2019,0
Panic House Films,2015/7/19,50000,18/07/2014,Dead,01/07/2019,0
Panic House Films,2016/7/19,188000,18/07/2014,Dead,01/07/2019,0
Panic House Films,2017/7/19,25000,18/07/2014,Dead,01/07/2019,0
Panmure Gordon,2012/5/9,1468150,1876-12-31,Exited,17/03/2017,15500000
Panmure Gordon,2013/11/1,34909,1876-12-31,Exited,17/03/2017,15500000
Panmure Gordon,2010/1/5,205957,1876-12-31,Exited,17/03/2017,15500000
Panmure Gordon,2011/3/22,631540,1876-12-31,Exited,17/03/2017,15500000
Pants on Fire Games,2014/7/26,50000,22/02/2010,Dead,13/06/2017,0
Paper Street Games,2014/4/9,10800,03/02/2014,Dead,07/09/2016,0
Paperback Collection and Recycling,2011/4/5,403800,12/05/1995,Dead,21/05/2019,0
Parable Designs,2013/6/28,125057,26/02/2003,Dead,08/08/2017,0
Parcelgenie,2012/3/16,949807,29/07/2008,Dead,11/10/2016,0
Parcelgenie,2011/1/31,279681,29/07/2008,Dead,11/10/2016,0
Parcelgenie,2010/1/27,201802,29/07/2008,Dead,11/10/2016,0
Parcelgenie,2013/5/22,945511,29/07/2008,Dead,11/10/2016,0
Parecco,2017/2/23,80000,31/07/2014,Dead,09/10/2018,0
Parecco,2015/4/1,55000,31/07/2014,Dead,09/10/2018,0
Particle Therapeutics,2009/10/22,75235,07/11/2005,Dead,31/03/2020,0
Particle Therapeutics,2012/6/26,123000,07/11/2005,Dead,31/03/2020,0
Particle Therapeutics,2011/11/3,99835,07/11/2005,Dead,31/03/2020,0
Partscosting,2017/5/4,56877,01/04/2016,Dead,21/08/2019,0
Patchblocks,2016/6/10,150000,16/02/2012,Dead,01/04/2019,0
Pathways 2 Wellbeing,2013/1/16,99992,03/12/2012,Dead,27/11/2018,0
PatientSchedulingApp,2016/12/15,30000,29/03/2016,Dead,19/11/2018,0
PatientSchedulingApp,2018/5/20,50703,29/03/2016,Dead,19/11/2018,0
Patria Partners,2017/5/31,300000,23/02/2017,Dead,21/02/2019,0
Patria Partners,2018/3/5,175000,23/02/2017,Dead,21/02/2019,0
Paul Carr Racing,2014/2/25,50000,31/12/1985,Dead,01/07/2019,0
Pavanu Mobility,2016/5/12,15000,,Dead,09/01/2018,0
PayEd,2015/10/19,140000,25/06/2015,Dead,10/11/2017,0
PayMet,2014/10/3,283261,07/08/2012,Dead,08/05/2019,0
PayMet,2016/3/30,780523,07/08/2012,Dead,08/05/2019,0
PayMet,2017/12/20,358307,07/08/2012,Dead,08/05/2019,0
Payfont,2015/11/5,1225608,10/08/2005,Dead,25/10/2018,0
Payfont,2014/10/15,1314999,10/08/2005,Dead,25/10/2018,0
Payfont,2017/2/22,335725,10/08/2005,Dead,25/10/2018,0
Payfont,2012/4/28,350000,10/08/2005,Dead,25/10/2018,0
Payfont,2016/10/24,1251055,10/08/2005,Dead,25/10/2018,0
Payzazz,2013/10/1,70005,02/11/2012,Dead,20/08/2015,0
Payzazz,2013/6/5,60008,02/11/2012,Dead,20/08/2015,0
Peak Performance Centre of Excellence,2015/11/1,15000,29/04/2010,Dead,22/01/2019,0
Pebble in the Pond,2011/5/6,21429,07/04/2010,Dead,22/02/2019,0
Pebel 3D,2015/1/7,300000,13/08/2014,Dead,12/05/2017,0
Peekabu,2013/11/19,300000,12/03/2010,Dead,22/11/2017,0
PeerIndex,2009/10/1,500002,27/11/2008,Exited,17/12/2014,10000000
PeerIndex,2012/3/19,2041867,27/11/2008,Exited,17/12/2014,10000000
PeerIndex,2012/11/30,749999,27/11/2008,Exited,17/12/2014,10000000
Pelamis Wave Power,2012/3/30,1045957,26/01/1998,Dead,08/01/2016,0
Pelamis Wave Power,2011/5/26,2547289,26/01/1998,Dead,08/01/2016,0
Pemberton Childcare,2015/4/2,62480,07/01/2013,Dead,17/02/2020,0
Pemberton Childcare,2017/9/27,53888,07/01/2013,Dead,17/02/2020,0
Pemberton Childcare,2016/11/21,396112,07/01/2013,Dead,17/02/2020,0
Pemberton Childcare,2016/3/29,187520,07/01/2013,Dead,17/02/2020,0
Penum,2013/3/18,140008,31/10/2012,Dead,27/03/2019,0
Penum,2015/1/22,90000,31/10/2012,Dead,27/03/2019,0
Penzias,2014/2/14,82020,13/07/2009,Dead,28/03/2019,0
PepVend,2014/4/1,39009,14/02/2014,Dead,29/09/2018,0
Perceiv,2016/3/22,300000,08/12/2015,Dead,20/11/2018,0
Perceiv,2016/12/6,50000,08/12/2015,Dead,20/11/2018,0
Perceiv,2017/11/10,204762,08/12/2015,Dead,20/11/2018,0
Perfect Planner,2017/3/1,36980,,Dead,04/01/2018,0
Permasense,2013/2/15,7800,29/07/2008,Exited,03/10/2016,30600000
Personably,2018/4/18,500000,03/05/2017,Dead,26/07/2019,0
Petra Interactive,2014/11/30,20000,11/05/2007,Dead,15/01/2019,0
Petra Interactive,2013/11/15,50000,11/05/2007,Dead,15/01/2019,0
PetroLatina Energy,2012/10/23,3396318,07/07/2004,Exited,04/07/2016,395260949.2
PetroLatina Energy,2014/9/24,6549840,07/07/2004,Exited,04/07/2016,395260949.2
Petrra,2015/2/1,74996,14/05/1998,Dead,12/10/2016,0
Peyton and Byrne,2012/12/3,400000,06/01/2005,Dead,18/10/2016,0
Pharos Global,2015/12/16,99967,27/05/2014,Dead,20/07/2017,0
Pharos Global,2015/4/1,150000,27/05/2014,Dead,20/07/2017,0
Phase Vision,2012/1/31,1494331,15/10/2002,Dead,17/05/2016,0
Phase Vision,2009/5/29,804470,15/10/2002,Dead,17/05/2016,0
Phlok,2014/2/20,179522,28/06/2011,Dead,08/09/2016,0
Phlok,2013/6/26,351064,28/06/2011,Dead,08/09/2016,0
Phlok,2014/9/2,215416,28/06/2011,Dead,08/09/2016,0
Phoenix IT Group,2009/11/26,90000,04/12/1997,Exited,27/05/2015,135000000
Phoenix IT Group,2011/8/18,40000,04/12/1997,Exited,27/05/2015,135000000
Phom Teas,2014/7/9,49999,13/06/2013,Dead,10/05/2017,0
Phonebox App,2017/12/1,39060,13/11/2017,Dead,21/04/2020,0
Phonebox App,2019/4/5,72709,13/11/2017,Dead,21/04/2020,0
Phrooti,2017/1/9,74900,05/12/2014,Dead,05/02/2019,0
Phrooti,2017/8/18,42800,05/12/2014,Dead,05/02/2019,0
Phundee,2013/12/18,38925,09/10/2013,Dead,26/02/2019,0
Phundee,2014/4/4,99822,09/10/2013,Dead,26/02/2019,0
Phundee,2014/11/4,80000,09/10/2013,Dead,26/02/2019,0
PiC,2015/7/30,1259425,20/11/2014,Dead,10/10/2019,0
Piezotag,2014/1/20,117530,20/01/2004,Dead,12/05/2017,0
PiggyPot,2016/12/23,575663,22/10/2013,Dead,11/01/2018,0
Pilcro,2017/7/12,147902,02/05/2017,Dead,21/04/2020,0
PinPoint,2016/4/29,5000000,06/03/2014,Dead,20/02/2020,0
Ping,2017/4/28,39957,04/08/2016,Dead,14/02/2019,0
Pinipa,2015/9/14,400000,02/08/2013,Dead,01/05/2018,0
Pinkmans Bakery,2014/12/3,380000,03/12/2014,Dead,15/09/2017,0
Pinkmans Bakery,2016/2/7,463504,03/12/2014,Dead,15/09/2017,0
Pinkmans Bakery,2017/3/20,75004,03/12/2014,Dead,15/09/2017,0
Pip,2017/5/10,15000,,Dead,21/11/2017,0
Pip,2017/5/10,15000,29/08/2014,Dead,21/08/2018,0
Pipesol,2015/6/1,10000,16/07/2012,Dead,17/01/2019,0
Pipesol,2015/12/22,20000,16/07/2012,Dead,17/01/2019,0
Pixelearning,2011/4/6,117888,04/10/2002,Dead,11/08/2014,0
Pixxcell,2016/1/31,167842,06/06/2013,Dead,13/11/2018,0
Pixxcell,2014/2/20,10000,06/06/2013,Dead,13/11/2018,0
Pixxcell,2015/3/27,62379,06/06/2013,Dead,13/11/2018,0
Pizza Rossa,2014/1/15,150099,20/06/2013,Dead,12/06/2018,0
Pizza Rossa,2015/3/30,159250,20/06/2013,Dead,12/06/2018,0
Pizza Rossa,2014/8/23,382528,20/06/2013,Dead,12/06/2018,0
Pizza Rossa,2016/6/30,79858,20/06/2013,Dead,12/06/2018,0
Planet Ivy,2014/4/28,12474,18/07/2012,Dead,31/01/2017,0
Planet Ivy,2013/5/24,149882,18/07/2012,Dead,31/01/2017,0
Planet Organic,2013/7/4,503500,31/12/1995,Exited,01/10/2018,15000000
Planet Organic,2010/12/22,700000,31/12/1995,Exited,01/10/2018,15000000
Planet Organic,2018/9/28,5060820,31/12/1995,Exited,01/10/2018,15000000
Planned Departure,2014/11/5,123030,11/03/2013,Dead,27/07/2017,0
Planned Departure,2015/6/4,41542,11/03/2013,Dead,27/07/2017,0
PlasRecycle,2012/3/15,2560413,01/12/2010,Dead,12/09/2016,0
PlasRecycle,2015/4/1,1090171,01/12/2010,Dead,12/09/2016,0
Plasma Antennas,2010/4/21,50001,20/04/2000,Dead,15/07/2020,0
Plasma Antennas,2011/5/10,50001,20/04/2000,Dead,15/07/2020,0
Plasma Antennas,2012/3/31,163320,20/04/2000,Dead,15/07/2020,0
Plasma Antennas,2016/9/14,1044778,20/04/2000,Dead,15/07/2020,0
Plastique,2014/7/9,67200,31/12/1979,Exited,02/02/2016,21926102
Plaxica,2009/11/10,325000,30/07/2008,Dead,31/12/2017,0
Plaxica,2009/10/7,1297769,30/07/2008,Dead,31/12/2017,0
Plaxica,2011/9/26,4999995,30/07/2008,Dead,31/12/2017,0
Plaxica,2010/8/13,2999992,30/07/2008,Dead,31/12/2017,0
Plaxica,2013/9/10,7999992,30/07/2008,Dead,31/12/2017,0
Plaxica,2012/11/27,1999998,30/07/2008,Dead,31/12/2017,0
PlayEnable,2013/10/23,119160,,Dead,24/11/2016,0
PlayJam,2016/3/17,2164859,31/12/1999,Dead,03/02/2020,0
PlayJam,2013/6/24,1005605,31/12/1999,Dead,03/02/2020,0
PlayJam,2014/6/30,2402923,31/12/1999,Dead,03/02/2020,0
PlayJam,2015/2/27,311630,31/12/1999,Dead,03/02/2020,0
PlayJam,2013/12/31,911669,31/12/1999,Dead,03/02/2020,0
PlayStack,2017/4/3,1009410,07/05/2016,Exited,11/09/2019,5000000
Playlab London,2013/11/14,35015,27/04/2012,Dead,24/10/2018,0
PledgeMusic,2014/12/19,3891946,01/10/2008,Dead,17/05/2019,0
PledgeMusic,2016/12/1,1904120,01/10/2008,Dead,17/05/2019,0
PledgeMusic,2010/3/15,66348,01/10/2008,Dead,17/05/2019,0
Plotist,2016/12/15,20000,02/03/2015,Dead,28/01/2020,0
Ploughcroft,2011/8/12,120000,21/03/2006,Dead,26/09/2012,0
